insertId,timestamp,logName,receiveTimestamp,labels.authorization.k8s.io/reason,labels.authorization.k8s.io/decision,resource.type,resource.labels.project_id,resource.labels.location,resource.labels.cluster_name,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,operation.id,operation.producer,operation.last,operation.first,protoPayload.request.@type,protoPayload.request.metadata.name,protoPayload.request.metadata.labels.kubernetes.io/bootstrapping,protoPayload.request.metadata.annotations.rbac.authorization.kubernetes.io/autoupdate,protoPayload.request.metadata.namespace,protoPayload.request.apiVersion,protoPayload.request.kind,protoPayload.request.roleRef.name,protoPayload.request.roleRef.kind,protoPayload.request.roleRef.apiGroup,protoPayload.request.subjects,protoPayload.response.@type,protoPayload.response.metadata.name,protoPayload.response.metadata.labels.kubernetes.io/bootstrapping,protoPayload.response.metadata.annotations.rbac.authorization.kubernetes.io/autoupdate,protoPayload.response.metadata.namespace,protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.managedFields,protoPayload.response.metadata.uid,protoPayload.response.metadata.resourceVersion,protoPayload.response.apiVersion,protoPayload.response.kind,protoPayload.response.roleRef.name,protoPayload.response.roleRef.kind,protoPayload.response.roleRef.apiGroup,protoPayload.response.subjects
consolidated_event_101_828822,2024-10-05T17:44:16.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-10-05T17:46:54.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'apis/v1/services', 'permission': 'io.k8s.patch'}]",io.k8s.patch,198.19.40.235,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,0,OK,operation_101_315664,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_111_348427,2024-05-10T00:38:38.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-05-10T00:42:01.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,europe-west1,dev-cluster,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.delete'}]",io.k8s.delete,198.19.246.139,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,7,"forbidden: User ""user@company.com"" cannot delete path ""global-protect/login.esp""",operation_111_134649,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_121_934221,2024-04-10T00:54:44.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-04-10T00:57:50.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-central1,dev-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'apis/batch/v1/jobs', 'permission': 'io.k8s.post'}]",io.k8s.post,198.19.39.86,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/batch/v1/jobs,k8s.io,13,Internal error,operation_121_730866,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_131_871239,2024-10-05T01:53:49.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-10-05T01:56:19.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.delete'}]",io.k8s.delete,198.18.169.124,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,3,Invalid argument,operation_131_217191,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_141_449703,2024-09-22T17:30:09.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-09-22T17:31:04.0000Z,,allow,k8s_cluster,project123,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,"[{'resource': 'apis/rbac.authorization.k8s.io/v1/roles', 'permission': 'io.k8s.get'}]",io.k8s.get,198.18.36.89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,13,Internal error,operation_141_471344,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_151_185908,2024-12-19T03:28:07.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-12-19T03:29:23.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/batch/v1/jobs', 'permission': 'io.k8s.put'}]",io.k8s.put,198.18.210.168,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/batch/v1/jobs,k8s.io,16,Permission denied,operation_151_805117,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_161_271048,2024-07-08T13:46:40.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-07-08T13:50:24.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-west1,dev-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'apis/v1/pods', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.201.175,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/v1/pods,k8s.io,13,Internal error,operation_161_338252,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_171_654949,2024-09-29T09:33:29.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-09-29T09:33:58.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.patch'}]",io.k8s.patch,198.19.22.108,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,0,OK,operation_171_797725,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_181_651886,2024-12-19T08:19:53.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-12-19T08:20:43.0000Z,,allow,k8s_cluster,project123,us-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.get'}]",io.k8s.get,198.19.186.157,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,13,Internal error,operation_181_877571,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_191_986572,2024-08-19T06:55:48.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-08-19T06:57:23.0000Z,,allow,k8s_cluster,project123,europe-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/batch/v1/jobs', 'permission': 'io.k8s.post'}]",io.k8s.post,198.18.77.89,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/batch/v1/jobs,k8s.io,0,OK,operation_191_794039,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_201_963987,2024-11-29T04:39:18.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-11-29T04:40:12.0000Z,,allow,k8s_cluster,project123,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.patch'}]",io.k8s.patch,198.19.115.80,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,0,OK,operation_201_138729,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_211_744670,2024-04-03T20:02:46.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-04-03T20:04:40.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/batch/v1/jobs', 'permission': 'io.k8s.put'}]",io.k8s.put,198.18.226.2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/batch/v1/jobs,k8s.io,7,"forbidden: User ""system:anonymous"" cannot put path ""apis/batch/v1/jobs""",operation_211_649487,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_221_519720,2024-04-30T04:14:28.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-04-30T04:15:55.0000Z,,allow,k8s_cluster,project123,us-central1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.get'}]",io.k8s.get,198.19.210.49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,16,Permission denied,operation_221_850614,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_231_825922,2024-05-15T15:47:19.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-05-15T15:49:05.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,asia-southeast1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'apis/v1/services', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.243.225,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/services,k8s.io,7,"forbidden: User ""dev@company.com"" cannot put path ""apis/v1/services""",operation_231_903043,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_241_548058,2024-01-05T15:36:18.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-01-05T15:39:01.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-central1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.patch'}]",io.k8s.patch,198.18.134.194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",global-protect/login.esp,k8s.io,7,"forbidden: User ""user@company.com"" cannot patch path ""global-protect/login.esp""",operation_241_583637,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_251_679863,2024-09-16T08:11:08.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-09-16T08:13:22.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-central1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,"[{'resource': 'apis/networking.k8s.io/v1/networkpolicies', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.20.7,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,operation_251_301122,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_261_746890,2024-05-25T11:13:14.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-05-25T11:15:09.0000Z,,allow,k8s_cluster,project123,us-west1,dev-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.get'}]",io.k8s.get,198.18.15.157,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,3,Invalid argument,operation_261_196527,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_271_819899,2024-11-22T19:12:13.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-11-22T19:14:59.0000Z,,allow,k8s_cluster,project123,us-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'apis/networking.k8s.io/v1/networkpolicies', 'permission': 'io.k8s.post'}]",io.k8s.post,198.19.47.40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,Invalid argument,operation_271_289448,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_281_938757,2024-04-09T17:57:18.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-04-09T18:00:23.0000Z,,allow,k8s_cluster,project123,europe-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/v1/services', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.167.115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,16,Permission denied,operation_281_358763,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_291_161530,2024-02-09T08:17:52.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-02-09T08:19:49.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'apis/networking.k8s.io/v1/networkpolicies', 'permission': 'io.k8s.get'}]",io.k8s.get,198.18.15.175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,operation_291_843807,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_301_963254,2024-02-25T07:32:24.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-02-25T07:36:40.0000Z,,allow,k8s_cluster,project123,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.delete'}]",io.k8s.delete,198.18.144.107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: User ""system:anonymous"" cannot delete path ""apis/apps/v1/deployments""",operation_301_140029,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_311_927828,2024-01-06T04:48:26.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-01-06T04:49:58.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,"[{'resource': 'apis/networking.k8s.io/v1/networkpolicies', 'permission': 'io.k8s.put'}]",io.k8s.put,198.18.111.82,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: User ""system:anonymous"" cannot put path ""apis/networking.k8s.io/v1/networkpolicies""",operation_311_847305,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_321_692407,2024-03-06T08:33:19.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-03-06T08:38:00.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,asia-southeast1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.218.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,7,"forbidden: User ""service-account@company.iam.gserviceaccount.com"" cannot put path ""apis/apps/v1/deployments""",operation_321_540600,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_331_937596,2024-10-17T04:52:29.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-10-17T04:55:01.0000Z,,allow,k8s_cluster,project123,asia-southeast1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'apis/v1/services', 'permission': 'io.k8s.get'}]",io.k8s.get,198.19.84.166,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/services,k8s.io,7,"forbidden: User ""admin@company.com"" cannot get path ""apis/v1/services""",operation_331_952400,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_341_627272,2024-06-23T08:08:55.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-06-23T08:09:23.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,us-central1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'global-protect/login.esp', 'permission': 'io.k8s.patch'}]",io.k8s.patch,198.19.144.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,3,Invalid argument,operation_341_971006,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
consolidated_event_351_965146,2024-01-12T02:43:23.0000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2024-01-12T02:46:02.0000Z,RBAC: access denied,forbid,k8s_cluster,project123,europe-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'apis/apps/v1/deployments', 'permission': 'io.k8s.put'}]",io.k8s.put,198.19.2.2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,16,Permission denied,operation_351_628168,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
