protoPayload.status.code,anonymous_principal,timestamp__epoch_s,logName__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le,hour,dayofweek,is_weekend,timestamp_delay_s,anomaly,target
7,0,1709713999.0,3,3,0,6,14,1,8,2,0,281.0,-1,1
7,0,1729140749.0,3,3,0,6,9,7,4,3,0,152.0,-1,0
3,0,1719130135.0,3,3,3,5,12,2,8,6,1,28.0,-1,1
16,0,1705027403.0,3,3,1,6,14,3,2,4,0,159.0,-1,1
0,0,1713717932.0,3,3,3,2,9,3,16,6,1,234.0,-1,0
3,1,1721134316.0,3,3,3,4,14,7,12,1,0,35.0,-1,1
16,0,1704349534.0,3,3,5,2,12,2,6,3,0,15.0,-1,0
7,1,1713640356.0,3,3,5,4,13,6,19,5,1,97.0,-1,0
3,0,1727333102.0,3,3,0,0,14,7,6,3,0,195.0,-1,0
7,0,1709374366.0,3,3,3,2,9,3,10,5,1,177.0,-1,1
0,0,1713249959.0,3,3,1,2,12,3,6,1,0,153.0,-1,0
13,1,1710189363.0,3,3,0,6,9,2,20,0,0,42.0,-1,1
13,0,1712870021.0,3,3,1,2,8,7,21,3,0,287.0,-1,1
16,0,1733267400.0,3,3,1,0,14,6,23,1,0,131.0,-1,0
13,0,1731465631.0,3,3,5,6,14,2,2,2,0,34.0,-1,0
3,0,1715030362.0,3,3,1,6,8,3,21,0,0,59.0,-1,0
3,0,1717604845.0,3,3,1,4,14,1,16,2,0,193.0,-1,0
13,0,1730180873.0,3,3,0,2,12,2,5,1,0,241.0,-1,0
16,1,1721167236.0,3,3,3,6,12,2,22,1,0,287.0,-1,1
3,1,1705943048.0,3,3,5,5,9,3,17,0,0,260.0,-1,1
13,1,1732964630.0,3,3,1,4,8,1,11,5,1,172.0,-1,1
7,1,1709134709.0,3,3,1,2,13,1,15,2,0,141.0,-1,1
0,0,1708932580.0,3,3,5,6,13,7,7,0,0,83.0,-1,1
7,0,1733460771.0,3,3,5,4,12,2,4,4,0,159.0,-1,1
16,0,1705012793.0,3,3,5,0,13,2,22,3,0,199.0,-1,0
16,1,1705227071.0,3,3,5,0,13,2,10,6,1,76.0,-1,0
16,1,1716570797.0,3,3,0,2,14,2,17,4,0,130.0,-1,1
16,0,1724907208.0,3,3,0,6,13,1,4,3,0,230.0,-1,0
13,0,1724967999.0,3,3,5,0,14,1,21,3,0,196.0,-1,0
16,0,1719584298.0,3,3,0,2,14,7,14,4,0,25.0,-1,0
13,0,1722410372.0,3,3,0,4,13,2,7,2,0,249.0,-1,1
13,0,1727667938.0,3,3,1,4,12,7,3,0,0,254.0,-1,1
16,0,1704305589.0,3,3,0,0,12,1,18,2,0,118.0,-1,1
7,1,1713535629.0,3,3,3,5,8,3,14,4,0,145.0,-1,1
0,1,1716887298.0,3,3,1,4,14,1,9,1,0,89.0,-1,1
13,0,1719742154.0,3,3,1,5,13,6,10,6,1,284.0,-1,0
13,0,1706119326.0,3,3,0,4,8,7,18,2,0,97.0,-1,0
3,0,1706148422.0,3,3,5,4,12,3,2,3,0,220.0,-1,0
16,0,1715772564.0,3,3,0,4,8,7,11,2,0,119.0,-1,1
0,0,1735142439.0,3,3,5,6,14,3,16,2,0,243.0,-1,0
16,0,1723794085.0,3,3,1,4,9,2,7,4,0,237.0,-1,0
7,0,1727633815.0,3,3,3,5,12,3,18,6,1,187.0,-1,1
13,1,1718902897.0,3,3,1,2,9,6,17,3,0,159.0,-1,1
16,0,1705489134.0,3,3,5,4,8,2,10,2,0,208.0,-1,1
3,0,1708517144.0,3,3,1,4,8,6,12,2,0,270.0,-1,1
3,1,1711994169.0,3,3,3,4,8,6,17,0,0,251.0,-1,0
16,0,1726490137.0,3,3,5,6,12,7,12,0,0,103.0,-1,1
7,0,1735494704.0,3,3,0,6,13,6,17,6,1,137.0,-1,0
13,0,1718002463.0,3,3,5,5,12,3,6,0,0,296.0,-1,0
13,0,1721151805.0,3,3,1,2,13,2,17,1,0,130.0,-1,0
3,0,1721069259.0,3,3,0,2,13,2,18,0,0,40.0,-1,1
0,0,1708068374.0,3,3,5,2,12,7,7,4,0,117.0,-1,0
3,1,1706733968.0,3,3,0,0,14,3,20,2,0,194.0,-1,0
3,0,1719223448.0,3,3,5,2,12,6,10,0,0,53.0,-1,1
7,1,1712249732.0,3,3,0,5,8,1,16,3,0,248.0,-1,0
16,0,1717891395.0,3,3,0,4,14,1,0,6,1,152.0,-1,1
13,1,1721234401.0,3,3,3,5,9,7,16,2,0,118.0,-1,0
16,1,1716508812.0,3,3,3,2,8,2,0,4,0,276.0,-1,1
3,0,1712675894.0,3,3,3,5,12,1,15,1,0,108.0,-1,1
16,1,1731069293.0,3,3,0,5,12,7,12,4,0,154.0,-1,1
3,0,1732012213.0,3,3,5,4,12,3,10,1,0,27.0,-1,1
3,0,1724487035.0,3,3,3,0,12,3,8,5,1,206.0,-1,0
0,0,1726824345.0,3,3,5,6,14,3,9,4,0,41.0,-1,1
3,0,1712264657.0,3,3,0,6,13,7,21,3,0,289.0,-1,0
7,1,1728791367.0,3,3,0,0,9,3,3,6,1,257.0,-1,0
16,0,1706116075.0,3,3,1,2,12,2,17,2,0,45.0,-1,0
13,1,1729138956.0,3,3,0,6,8,7,4,3,0,274.0,-1,0
16,0,1721144442.0,3,3,1,5,13,2,15,1,0,198.0,-1,0
13,1,1719387183.0,3,3,0,5,13,7,7,2,0,253.0,-1,0
16,1,1724662246.0,3,3,3,4,13,1,8,0,0,196.0,-1,0
16,1,1705984020.0,3,3,1,6,12,3,4,1,0,57.0,-1,0
3,0,1732294138.0,3,3,0,4,13,7,16,4,0,55.0,-1,1
7,0,1771714254.0,0,0,5,6,3,5,22,5,1,54.0,-1,1
7,0,1745862045.0,3,3,2,4,10,4,17,0,0,36.0,-1,1
0,0,1754631691.0,2,2,3,6,15,8,5,4,0,146.0,-1,0
0,0,1764877325.0,3,3,1,2,15,5,19,3,0,14.0,-1,0
7,0,1741319119.0,3,3,2,6,10,8,3,4,0,163.0,-1,1
7,0,1765149934.0,3,3,0,6,0,5,23,6,1,151.0,-1,1
7,0,1750227515.0,1,1,4,2,10,0,6,2,0,236.0,-1,1
0,0,1746829700.0,0,0,5,6,15,5,22,4,0,69.0,-1,0
0,0,1749295260.0,2,2,2,5,15,8,11,5,1,140.0,-1,0
0,0,1741725749.0,3,3,3,2,15,5,20,1,0,95.0,-1,0
0,0,1769018936.0,2,2,2,2,15,4,18,2,0,220.0,-1,0
7,0,1740404064.0,2,2,0,2,10,0,13,0,0,196.0,-1,1
7,0,1757100355.0,0,0,0,3,11,4,19,4,0,83.0,-1,1
0,0,1771648374.0,3,3,4,1,15,9,4,5,1,164.0,-1,0
7,0,1761406907.0,0,0,5,1,11,0,15,5,1,160.0,-1,1
7,0,1755332781.0,1,1,5,6,11,4,8,5,1,68.0,-1,1
0,0,1744940233.0,0,0,3,5,15,0,1,4,0,153.0,-1,0
0,0,1750491248.0,3,3,1,2,15,9,7,5,1,183.0,-1,0
0,0,1763014100.0,0,0,1,2,15,8,6,3,0,140.0,-1,0
0,0,1753613385.0,0,0,4,3,15,5,10,6,1,231.0,-1,0
7,0,1741247298.0,0,0,3,6,10,9,7,3,0,131.0,-1,1
7,0,1756677695.0,1,1,1,6,10,9,22,6,1,238.0,-1,1
0,0,1758445668.0,2,2,4,6,15,5,9,6,1,21.0,-1,0
0,0,1764596407.0,1,1,2,2,15,9,13,0,0,38.0,-1,0
0,0,1752273208.0,3,3,5,1,15,8,22,4,0,23.0,-1,0
0,0,1767392200.0,3,3,5,4,15,0,22,4,0,133.0,-1,0
0,0,1752013952.0,2,2,5,3,15,8,22,1,0,8.0,-1,0
0,0,1743521363.0,1,1,1,2,15,9,15,1,0,20.0,-1,0
7,0,1749201058.0,2,2,0,6,6,0,9,4,0,18.0,-1,1
7,0,1761272113.0,3,3,0,3,0,0,2,4,0,103.0,-1,1
7,0,1770344634.0,2,2,5,6,0,9,2,4,0,113.0,-1,1
7,0,1746403252.0,3,3,3,4,11,9,0,0,0,94.0,-1,1
7,0,1755500556.0,3,3,2,1,11,8,7,0,0,11.0,-1,1
0,0,1743973495.0,3,3,0,4,15,4,21,6,1,155.0,-1,0
7,0,1760023893.0,3,3,3,6,11,0,15,3,0,154.0,-1,1
7,0,1765170303.0,2,2,4,3,10,5,5,0,0,6.0,-1,1
0,0,1768782842.0,3,3,3,4,15,4,0,0,0,42.0,-1,0
0,0,1757154857.0,3,3,1,3,15,5,10,5,1,115.0,-1,0
0,0,1768334454.0,2,2,5,5,15,9,20,1,0,171.0,-1,0
0,0,1771948591.0,1,1,3,3,15,9,15,1,0,78.0,-1,0
0,0,1738444822.0,0,0,2,4,15,8,21,5,1,225.0,-1,0
0,0,1755295743.0,2,2,5,4,15,8,22,4,0,215.0,-1,0
0,0,1738688473.0,1,1,3,4,15,4,17,1,0,179.0,-1,0
7,0,1768693332.0,1,1,2,2,10,0,23,5,1,179.0,-1,1
0,0,1762737625.0,3,3,4,2,15,8,1,0,0,20.0,-1,0
0,0,1749660531.0,1,1,2,2,15,0,16,2,0,72.0,-1,0
0,0,1758834879.0,1,1,1,4,15,5,21,3,0,39.0,-1,0
0,0,1766277540.0,3,3,0,4,15,0,0,6,1,200.0,-1,0
7,0,1760759138.0,2,2,1,2,10,8,3,5,1,21.0,-1,1
7,0,1757456176.0,2,2,5,4,11,9,22,1,0,10.0,-1,1
0,0,1760064685.0,2,2,5,1,15,5,2,4,0,102.0,-1,0
0,0,1769537765.0,2,2,5,4,15,5,18,1,0,193.0,-1,0
7,0,1772209165.0,2,2,3,6,11,5,16,4,0,78.0,-1,1
0,0,1750393306.0,2,2,0,1,11,0,4,4,0,205.0,-1,0
7,0,1743455812.0,3,3,0,6,10,0,21,0,0,67.0,-1,1
0,0,1769199018.0,0,0,5,6,11,8,20,4,0,82.0,-1,0
0,0,1750367463.0,0,0,5,2,15,9,21,3,0,101.0,-1,0
0,0,1754025341.0,1,1,0,5,15,9,5,4,0,225.0,-1,0
0,0,1738585940.0,1,1,0,4,15,9,12,0,0,143.0,-1,0
7,0,1770909160.0,0,0,2,6,11,0,15,3,0,75.0,-1,1
7,0,1741549407.0,1,1,0,6,3,0,19,6,1,238.0,-1,1
0,0,1740952214.0,0,0,4,1,11,9,21,6,1,198.0,-1,0
0,0,1765386052.0,0,0,5,1,15,8,17,2,0,164.0,-1,0
0,0,1748598850.0,1,1,0,1,15,4,9,4,0,25.0,-1,0
7,0,1741526690.0,1,1,3,3,11,8,13,6,1,191.0,-1,1
7,0,1735772455.0,3,3,5,5,10,9,23,2,0,214.0,-1,1
0,0,1751335550.0,3,3,1,1,15,9,2,1,0,56.0,-1,0
7,0,1764023310.0,1,1,5,6,11,8,22,0,0,120.0,-1,1
7,0,1750239896.0,0,0,0,6,10,0,9,2,0,199.0,-1,1
0,0,1753984288.0,0,0,2,3,15,8,17,3,0,204.0,-1,0
7,0,1770070918.0,3,3,5,5,2,0,22,0,0,35.0,-1,1
7,0,1737756767.0,3,3,5,1,5,0,22,4,0,61.0,-1,1
0,0,1764103955.0,1,1,1,1,15,9,20,1,0,200.0,-1,0
7,0,1755402865.0,3,3,0,5,10,8,3,6,1,181.0,-1,1
0,0,1771025712.0,3,3,4,6,10,0,23,4,0,7.0,-1,0
7,0,1752529186.0,3,3,0,6,6,4,21,0,0,222.0,-1,1
0,0,1745821078.0,3,3,2,3,15,8,6,0,0,38.0,-1,0
0,0,1744458507.0,3,3,0,6,15,4,11,5,1,20.0,-1,0
0,0,1753763266.0,3,3,0,6,11,0,4,1,0,237.0,-1,0
7,0,1758855461.0,2,2,5,5,10,4,2,4,0,116.0,-1,1
0,0,1754646163.0,2,2,1,3,15,5,9,4,0,152.0,-1,0
0,0,1737074202.0,3,3,5,4,11,5,0,4,0,44.0,-1,0
7,0,1761371974.0,1,1,2,2,11,9,5,5,1,42.0,-1,1
0,0,1748199396.0,3,3,4,6,15,8,18,6,1,103.0,-1,0
0,0,1737650681.0,1,1,3,6,15,0,16,3,0,237.0,-1,0
0,0,1745086703.0,2,2,2,4,15,0,18,5,1,171.0,-1,0
7,0,1761217117.0,3,3,0,6,11,5,10,3,0,206.0,-1,1
0,0,1743034641.0,1,1,5,1,15,9,0,3,0,200.0,-1,0
7,0,1756989046.0,3,3,2,4,15,5,12,3,0,77.0,-1,1
0,0,1741681513.0,1,1,4,3,15,4,8,1,0,12.0,-1,0
0,0,1771167919.0,2,2,3,2,15,8,15,6,1,121.0,-1,0
0,0,1753198379.0,0,0,5,5,15,4,15,1,0,11.0,-1,0
0,0,1755457295.0,2,2,4,2,15,0,19,6,1,235.0,-1,0
7,0,1755908041.0,2,2,0,5,11,4,0,5,1,193.0,-1,1
7,0,1740411752.0,1,1,2,6,11,0,15,0,0,23.0,-1,1
0,0,1740957385.0,1,1,1,1,11,0,23,6,1,35.0,-1,0
7,0,1742742456.0,2,2,0,2,10,4,15,6,1,210.0,-1,1
0,0,1772781628.0,3,3,5,2,11,9,7,4,0,212.0,-1,0
0,0,1766882002.0,3,3,1,6,15,9,0,6,1,208.0,-1,0
0,0,1764223271.0,1,1,0,4,15,0,6,3,0,3.0,-1,0
0,0,1763330715.0,1,1,0,1,11,0,22,6,1,50.0,-1,0
7,0,1744947969.0,3,3,2,4,15,5,3,4,0,204.0,-1,1
0,0,1739022635.0,2,2,5,2,11,0,13,5,1,237.0,-1,0
7,0,1772405580.0,0,0,1,4,11,4,22,6,1,188.0,-1,1
0,0,1736007663.0,0,0,3,1,15,8,16,5,1,180.0,-1,0
0,0,1762091987.0,2,2,1,5,15,8,13,6,1,236.0,-1,0
0,0,1737778340.0,1,1,4,2,15,9,4,5,1,137.0,-1,0
0,0,1759489001.0,3,3,0,4,15,0,10,4,0,79.0,-1,0
7,0,1755703090.0,3,3,5,3,10,5,15,2,0,94.0,-1,1
7,0,1751725626.0,1,1,2,1,10,9,14,5,1,82.0,-1,1
0,0,1765781587.0,1,1,1,2,15,0,6,0,0,167.0,-1,0
7,0,1767509731.0,3,3,0,4,11,5,6,6,1,143.0,-1,1
0,0,1762425854.0,3,3,3,2,15,0,10,3,0,135.0,-1,0
0,0,1750244710.0,0,0,1,5,15,5,11,2,0,67.0,-1,0
0,0,1761380898.0,1,1,1,4,15,8,8,5,1,64.0,-1,0
0,0,1755736375.0,0,0,3,3,15,5,0,3,0,226.0,-1,0
7,0,1767146052.0,3,3,1,6,10,5,1,2,0,240.0,-1,1
0,0,1745029674.0,3,3,5,5,11,0,2,5,1,48.0,-1,0
7,0,1762499855.0,2,2,3,4,11,4,7,4,0,163.0,-1,1
0,0,1746504955.0,1,1,1,2,15,0,4,1,0,14.0,-1,0
0,0,1740306681.0,2,2,1,4,15,5,10,6,1,20.0,-1,0
0,0,1754093267.0,2,2,3,2,15,9,0,5,1,168.0,-1,0
0,0,1765502322.0,2,2,5,3,15,4,1,4,0,69.0,-1,0
7,0,1746496314.0,0,0,4,1,15,8,1,1,0,145.0,-1,1
7,0,1754498732.0,0,0,4,4,10,4,16,2,0,3.0,-1,1
0,0,1753937937.0,3,3,4,1,15,0,4,3,0,229.0,-1,0
0,0,1766173872.0,2,2,0,5,15,0,19,4,0,33.0,-1,0
0,0,1767329711.0,2,2,1,4,15,5,4,4,0,221.0,-1,0
0,0,1735959802.0,0,0,1,6,11,4,3,5,1,4.0,-1,0
0,0,1772404219.0,2,2,0,6,11,9,22,6,1,180.0,-1,0
0,0,1739669194.0,3,3,5,1,11,0,1,6,1,157.0,-1,0
7,0,1745657783.0,0,0,2,6,10,0,8,5,1,226.0,-1,1
0,0,1753907153.0,2,2,4,2,15,0,20,2,0,73.0,-1,0
7,0,1762666589.0,3,3,3,6,11,0,5,6,1,141.0,-1,1
7,0,1753665889.0,1,1,5,1,5,0,1,0,0,235.0,-1,1
0,0,1767511956.0,3,3,5,1,15,5,7,6,1,211.0,-1,0
0,0,1765197885.0,3,3,0,4,15,4,12,0,0,83.0,-1,0
0,0,1745470362.0,2,2,3,4,15,8,4,3,0,25.0,-1,0
0,0,1737391065.0,1,1,2,3,15,8,16,0,0,123.0,-1,0
0,0,1746012832.0,3,3,5,1,15,9,11,2,0,131.0,-1,0
7,0,1754304307.0,3,3,3,3,11,9,10,0,0,75.0,-1,1
0,0,1735885442.0,3,3,4,6,11,9,6,4,0,211.0,-1,0
0,0,1763115972.0,2,2,3,5,15,9,10,4,0,64.0,-1,0
7,0,1751788809.0,0,0,5,5,10,9,8,6,1,62.0,-1,1
7,0,1769819178.0,0,0,1,2,6,0,0,5,1,130.0,-1,1
7,0,1740445883.0,3,3,4,3,11,9,1,1,0,30.0,-1,1
0,0,1771708861.0,2,2,0,2,11,0,21,5,1,37.0,-1,0
0,0,1738334157.0,0,0,1,6,11,0,14,4,0,90.0,-1,0
0,0,1739316529.0,3,3,0,5,11,0,23,1,0,58.0,-1,0
7,0,1759619520.0,2,2,0,6,11,0,23,5,1,32.0,-1,1
0,0,1759105125.0,0,0,5,3,15,5,0,0,0,215.0,-1,0
0,0,1764703601.0,0,0,1,6,15,5,19,1,0,34.0,-1,0
7,0,1769637276.0,2,2,4,2,11,0,21,2,0,202.0,-1,1
0,0,1767894281.0,3,3,0,5,15,8,17,3,0,31.0,-1,0
7,0,1745360850.0,0,0,3,3,10,0,22,1,0,186.0,-1,1
0,0,1739961490.0,0,0,2,6,15,4,10,2,0,143.0,-1,0
7,0,1760113444.0,1,1,2,1,15,0,16,4,0,122.0,-1,1
7,0,1748597052.0,2,2,3,3,10,5,9,4,0,41.0,-1,1
7,0,1745666004.0,1,1,0,3,10,0,11,5,1,34.0,-1,1
7,0,1762287710.0,0,0,1,1,10,5,20,1,0,66.0,-1,1
0,0,1757617550.0,2,2,5,4,15,0,19,3,0,15.0,-1,0
0,0,1742336067.0,2,2,1,4,15,5,22,1,0,12.0,-1,0
7,0,1770414644.0,1,1,1,6,11,9,21,4,0,159.0,-1,1
0,0,1766175238.0,1,1,5,2,15,8,20,4,0,163.0,-1,0
0,0,1761871022.0,2,2,3,3,15,0,0,4,0,90.0,-1,0
7,0,1767716224.0,3,3,5,4,11,0,16,1,0,206.0,-1,1
0,0,1769898270.0,2,2,0,6,15,9,22,5,1,105.0,-1,0
7,0,1772334667.0,1,1,0,1,11,5,3,6,1,113.0,-1,1
7,0,1755448448.0,2,2,5,1,11,8,16,6,1,129.0,-1,1
0,0,1747105160.0,2,2,2,1,15,4,2,1,0,19.0,-1,0
7,0,1745792003.0,1,1,5,4,10,9,22,6,1,201.0,-1,1
0,0,1749363532.0,2,2,2,4,15,4,6,6,1,67.0,-1,0
7,0,1740192342.0,0,0,5,1,10,8,2,5,1,100.0,-1,1
0,0,1738246379.0,0,0,1,4,15,8,14,3,0,109.0,-1,0
7,0,1765447712.0,2,2,1,1,10,9,10,3,0,29.0,-1,1
0,0,1749054136.0,2,2,5,6,15,4,16,2,0,188.0,-1,0
7,0,1761346355.0,1,1,2,4,11,8,22,4,0,65.0,-1,1
7,0,1745765726.0,2,2,2,4,15,9,14,6,1,12.0,-1,1
7,0,1759052009.0,0,0,4,3,7,9,9,6,1,216.0,-1,1
0,0,1753698780.0,2,2,0,4,15,9,10,0,0,212.0,-1,0
0,0,1767112524.0,1,1,4,4,15,4,16,1,0,60.0,-1,0
0,0,1755291853.0,3,3,0,1,11,0,21,4,0,76.0,-1,0
0,0,1765528337.0,2,2,5,1,15,8,8,4,0,70.0,-1,0
7,0,1770300205.0,3,3,5,3,10,8,14,3,0,45.0,-1,1
0,0,1762056666.0,3,3,4,2,15,0,4,6,1,25.0,-1,0
0,0,1745226663.0,2,2,4,4,15,8,9,0,0,194.0,-1,0
0,0,1746302931.0,3,3,0,1,15,0,20,5,1,144.0,-1,0
0,0,1740167706.0,3,3,5,5,15,4,19,4,0,143.0,-1,0
0,0,1760182015.0,1,1,0,5,15,9,11,5,1,9.0,-1,0
7,0,1763066948.0,3,3,1,5,10,0,20,3,0,39.0,-1,1
0,0,1754901997.0,2,2,5,5,15,8,8,0,0,95.0,-1,0
7,0,1765764998.0,2,2,5,2,11,4,2,0,0,113.0,-1,1
7,0,1747040097.0,0,0,5,1,11,5,8,0,0,183.0,-1,1
7,0,1749296401.0,0,0,1,4,11,0,11,5,1,158.0,-1,1
0,0,1755029501.0,0,0,0,5,15,9,20,1,0,198.0,-1,0
7,0,1743293671.0,3,3,3,6,10,5,0,6,1,112.0,-1,1
0,0,1771422507.0,0,0,1,5,15,5,13,2,0,153.0,-1,0
7,0,1751773988.0,2,2,1,3,10,8,3,6,1,233.0,-1,1
7,0,1740422567.0,0,0,3,4,11,0,18,0,0,28.0,-1,1
0,0,1754845833.0,1,1,2,2,15,5,17,6,1,187.0,-1,0
0,0,1761918190.0,0,0,5,1,11,0,13,4,0,61.0,-1,0
0,0,1760791148.0,0,0,5,2,15,5,12,5,1,155.0,-1,0
0,0,1771603628.0,2,2,0,2,15,0,16,4,0,167.0,-1,0
0,0,1749008020.0,3,3,5,1,15,9,3,2,0,199.0,-1,0
0,0,1763349471.0,1,1,0,3,15,8,3,0,0,169.0,-1,0
0,0,1751718264.0,2,2,1,2,15,0,12,5,1,127.0,-1,0
0,0,1764605276.0,2,2,5,1,15,5,16,0,0,230.0,-1,0
0,0,1745273290.0,3,3,5,6,11,9,22,0,0,42.0,-1,0
7,0,1758559041.0,1,1,5,1,7,5,16,0,0,195.0,-1,1
7,0,1768261121.0,3,3,4,1,10,4,23,0,0,93.0,-1,1
0,0,1744167235.0,0,0,0,2,15,9,2,2,0,9.0,-1,0
7,0,1759460453.0,1,1,1,3,11,4,3,4,0,143.0,-1,1
7,0,1758702519.0,1,1,3,4,10,5,8,2,0,208.0,-1,1
0,0,1744792187.0,3,3,1,6,15,0,8,2,0,9.0,-1,0
0,0,1745235852.0,2,2,2,3,15,0,11,0,0,121.0,-1,0
0,0,1742088966.0,1,1,3,3,15,8,1,6,1,228.0,-1,0
0,0,1766649539.0,3,3,5,1,15,5,7,3,0,184.0,-1,0
0,0,1750424302.0,3,3,3,5,15,5,12,4,0,2.0,-1,0
0,0,1769215532.0,1,1,3,6,15,9,0,5,1,85.0,-1,0
7,0,1771974035.0,1,1,5,1,15,0,23,1,0,158.0,-1,1
7,0,1764289091.0,1,1,4,5,11,5,0,4,0,208.0,-1,1
0,0,1758636807.0,1,1,0,3,15,5,14,1,0,7.0,-1,0
0,0,1744694050.0,1,1,3,5,15,8,5,1,0,74.0,-1,0
0,0,1758815728.0,0,0,3,1,15,8,15,3,0,193.0,-1,0
0,0,1763063700.0,3,3,4,4,15,8,19,3,0,10.0,-1,0
7,0,1749215951.0,1,1,4,6,11,8,13,4,0,149.0,-1,1
7,0,1767277512.0,0,0,4,2,10,5,14,3,0,81.0,-1,1
0,0,1758088994.0,0,0,4,3,15,8,6,2,0,58.0,-1,0
7,0,1737081478.0,3,3,5,2,0,4,2,4,0,240.0,-1,1
7,0,1766144959.0,0,0,5,2,11,4,11,4,0,64.0,-1,1
0,0,1750166475.0,0,0,2,2,15,8,13,1,0,111.0,-1,0
0,0,1770643255.0,1,1,5,3,15,5,13,0,0,107.0,-1,0
7,0,1742266639.0,3,3,2,1,10,8,2,1,0,215.0,-1,1
0,0,1770778406.0,3,3,2,1,15,5,2,2,0,178.0,-1,0
0,0,1736374989.0,0,0,4,3,15,5,22,2,0,232.0,-1,0
0,0,1765839109.0,0,0,2,5,15,8,22,0,0,215.0,-1,0
0,0,1760011038.0,0,0,0,4,15,4,11,3,0,49.0,-1,0
0,0,1742162628.0,2,2,5,4,11,0,22,6,1,27.0,-1,0
0,0,1759594336.0,1,1,4,4,15,5,16,5,1,7.0,-1,0
0,0,1749208799.0,3,3,1,4,15,5,11,4,0,206.0,-1,0
0,0,1764709312.0,2,2,4,1,15,9,21,1,0,165.0,-1,0
7,0,1769143792.0,0,0,5,2,6,0,4,4,0,93.0,-1,1
7,0,1735749350.0,0,0,3,6,15,5,16,2,0,73.0,-1,1
0,0,1736317972.0,3,3,2,6,15,5,6,2,0,114.0,-1,0
7,0,1748215537.0,2,2,3,6,15,5,23,6,1,213.0,-1,1
0,0,1767152132.0,3,3,5,6,15,9,3,2,0,81.0,-1,0
7,0,1739128188.0,0,0,1,6,5,0,19,6,1,182.0,-1,1
7,0,1742819543.0,3,3,3,1,6,0,12,0,0,15.0,-1,1
7,0,1744446948.0,1,1,5,5,10,4,8,5,1,77.0,-1,1
0,0,1760203205.0,1,1,2,4,15,8,17,5,1,134.0,-1,0
0,0,1764693493.0,1,1,2,1,15,9,16,1,0,144.0,-1,0
7,0,1745697665.0,3,3,0,5,10,9,20,5,1,103.0,-1,1
0,0,1758406115.0,2,2,0,2,15,0,22,5,1,70.0,-1,0
0,0,1749450046.0,0,0,4,6,15,4,6,0,0,84.0,-1,0
7,0,1755144394.0,2,2,1,4,11,4,4,3,0,203.0,-1,1
7,0,1748794943.0,3,3,0,2,6,8,16,6,1,2.0,-1,1
7,0,1747341790.0,1,1,5,1,10,4,20,3,0,133.0,-1,1
0,0,1753293422.0,0,0,1,5,15,4,17,2,0,86.0,-1,0
