protoPayload.status.code,anonymous_principal,timestamp__epoch_s,logName__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le,hour,dayofweek,is_weekend,timestamp_delay_s,anomaly,target
0,0,1739669194.0,3,3,5,1,11,0,1,6,1,157.0,-1,0
0,0,1736733311.0,1,1,0,4,0,0,1,0,0,84.0,-1,0
0,0,1771896742.0,1,1,0,1,7,4,1,1,0,176.0,-1,0
0,0,1767511956.0,3,3,5,1,15,5,7,6,1,211.0,-1,0
0,0,1772137721.0,3,3,3,3,6,9,20,3,0,6.0,-1,0
0,0,1739170188.0,0,0,2,6,7,0,6,0,0,189.0,-1,0
0,0,1765197885.0,3,3,0,4,15,4,12,0,0,83.0,-1,0
0,0,1736299290.0,3,3,3,6,6,0,1,2,0,240.0,-1,0
0,0,1769540681.0,3,3,4,6,10,9,19,1,0,234.0,-1,0
0,0,1746489612.0,0,0,5,5,6,9,0,1,0,16.0,-1,0
0,0,1752266587.0,3,3,0,1,10,9,20,4,0,239.0,-1,0
0,0,1744941460.0,3,3,0,1,2,0,1,4,0,20.0,-1,0
0,0,1736790375.0,3,3,0,1,10,8,17,0,0,165.0,-1,0
0,0,1770078149.0,1,1,4,2,5,0,0,1,0,240.0,-1,0
0,0,1756790908.0,3,3,0,4,6,0,5,1,0,10.0,-1,0
0,0,1738334157.0,0,0,1,6,11,0,14,4,0,90.0,-1,0
0,0,1759105125.0,0,0,5,3,15,5,0,0,0,215.0,-1,0
0,0,1766104215.0,3,3,0,1,1,0,0,4,0,51.0,-1,0
0,0,1769445845.0,2,2,5,5,0,5,16,0,0,240.0,-1,0
0,0,1772483537.0,3,3,5,2,11,5,20,0,0,37.0,-1,0
0,0,1736194170.0,2,2,0,1,10,8,20,0,0,236.0,-1,0
0,0,1766879264.0,3,3,5,5,0,5,23,5,1,7.0,-1,0
0,0,1738318664.0,0,0,5,5,10,9,10,4,0,15.0,-1,0
0,0,1735995820.0,3,3,1,1,10,5,13,5,1,28.0,-1,0
0,0,1766175238.0,1,1,5,2,15,8,20,4,0,163.0,-1,0
0,0,1737247971.0,1,1,2,1,6,0,0,6,1,55.0,-1,0
0,0,1772164797.0,2,2,0,1,11,9,3,4,0,113.0,-1,0
0,0,1769898270.0,2,2,0,6,15,9,22,5,1,105.0,-1,0
0,0,1763079409.0,0,0,1,1,0,9,0,4,0,62.0,-1,0
0,0,1737933215.0,3,3,5,4,5,0,23,6,1,200.0,-1,0
0,0,1771803147.0,0,0,4,4,6,5,23,6,1,227.0,-1,0
0,0,1770520281.0,1,1,1,1,1,0,3,6,1,10.0,-1,0
0,0,1742666796.0,3,3,5,6,1,4,18,5,1,237.0,-1,0
0,0,1771294584.0,0,0,0,1,4,5,2,1,0,21.0,-1,0
0,0,1768604949.0,3,3,5,6,6,9,23,4,0,18.0,-1,0
0,0,1742168051.0,0,0,1,3,10,9,23,6,1,13.0,-1,0
0,0,1737702245.0,3,3,5,2,6,0,7,4,0,209.0,-1,0
0,0,1764980727.0,2,2,5,5,0,9,0,5,1,219.0,-1,0
0,0,1753698780.0,2,2,0,4,15,9,10,0,0,212.0,-1,0
0,0,1769136875.0,3,3,2,1,4,0,2,4,0,234.0,-1,0
0,0,1755291853.0,3,3,0,1,11,0,21,4,0,76.0,-1,0
0,0,1765528337.0,2,2,5,1,15,8,8,4,0,70.0,-1,0
0,0,1738262738.0,0,0,0,1,10,5,18,3,0,86.0,-1,0
0,0,1764292503.0,2,2,5,6,6,9,1,4,0,6.0,-1,0
0,0,1762056666.0,3,3,4,2,15,0,4,6,1,25.0,-1,0
0,0,1738560672.0,3,3,2,6,0,9,5,0,0,225.0,-1,0
0,0,1745226663.0,2,2,4,4,15,8,9,0,0,194.0,-1,0
0,0,1763685993.0,3,3,5,6,0,4,0,4,0,97.0,-1,0
0,0,1746302931.0,3,3,0,1,15,0,20,5,1,144.0,-1,0
0,0,1740167706.0,3,3,5,5,15,4,19,4,0,143.0,-1,0
0,0,1754958267.0,2,2,0,1,6,0,0,1,0,211.0,-1,0
0,0,1749793178.0,0,0,0,1,0,8,5,4,0,17.0,-1,0
0,0,1771796868.0,3,3,4,1,3,4,21,6,1,14.0,-1,0
0,0,1746743419.0,0,0,0,3,4,0,22,3,0,41.0,-1,0
0,0,1755029501.0,0,0,0,5,15,9,20,1,0,198.0,-1,0
0,0,1759507975.0,2,2,5,1,6,5,16,4,0,4.0,-1,0
0,0,1736155318.0,3,3,1,4,10,0,9,0,0,12.0,-1,0
0,0,1767416404.0,0,0,5,5,10,8,5,5,1,239.0,-1,0
0,0,1768615159.0,2,2,5,1,10,9,1,5,1,35.0,-1,0
7,0,1740422567.0,0,0,3,4,11,0,18,0,0,28.0,-1,1
0,0,1760791148.0,0,0,5,2,15,5,12,5,1,155.0,-1,0
0,0,1736665391.0,2,2,5,2,11,9,7,6,1,145.0,-1,0
0,0,1771811514.0,3,3,4,1,10,9,1,0,0,40.0,-1,0
0,0,1739063508.0,2,2,5,5,10,9,1,6,1,8.0,-1,0
0,0,1738962621.0,1,1,5,4,4,0,21,4,0,228.0,-1,0
0,0,1771603628.0,2,2,0,2,15,0,16,4,0,167.0,-1,0
0,0,1738286354.0,1,1,0,6,0,8,1,4,0,140.0,-1,0
0,0,1749008020.0,3,3,5,1,15,9,3,2,0,199.0,-1,0
0,0,1739670134.0,3,3,3,1,10,0,1,6,1,195.0,-1,0
0,0,1770676387.0,0,0,4,2,1,8,22,0,0,42.0,-1,0
0,0,1743725027.0,0,0,1,5,7,9,0,4,0,7.0,-1,0
0,0,1752533173.0,0,0,0,1,10,0,22,0,0,80.0,-1,0
0,0,1741548981.0,3,3,5,6,5,4,19,6,1,224.0,-1,0
0,0,1771686792.0,2,2,3,1,1,9,15,5,1,11.0,-1,0
0,0,1764605276.0,2,2,5,1,15,5,16,0,0,230.0,-1,0
0,0,1745273290.0,3,3,5,6,11,9,22,0,0,42.0,-1,0
0,0,1736990244.0,3,3,2,6,10,8,1,3,0,17.0,-1,0
0,0,1744167235.0,0,0,0,2,15,9,2,2,0,9.0,-1,0
0,0,1744792187.0,3,3,1,6,15,0,8,2,0,9.0,-1,0
0,0,1737078466.0,1,1,3,4,0,0,1,4,0,191.0,-1,0
0,0,1763174158.0,0,0,2,6,10,0,2,5,1,154.0,-1,0
0,0,1736185133.0,3,3,5,2,0,4,17,0,0,222.0,-1,0
0,0,1745714186.0,1,1,5,1,0,0,0,6,1,101.0,-1,0
0,0,1770648517.0,0,0,5,6,10,0,14,0,0,75.0,-1,0
0,0,1766980261.0,3,3,0,6,0,0,3,0,0,6.0,-1,0
0,0,1771287074.0,3,3,1,5,11,8,0,1,0,24.0,-1,0
0,0,1769215532.0,1,1,3,6,15,9,0,5,1,85.0,-1,0
0,0,1736210072.0,3,3,3,5,6,0,0,1,0,33.0,-1,0
0,0,1740095722.0,3,3,1,1,5,0,23,3,0,234.0,-1,0
7,0,1771974035.0,1,1,5,1,15,0,23,1,0,158.0,-1,1
0,0,1762375772.0,3,3,0,6,11,8,20,2,0,233.0,-1,0
0,0,1754267868.0,2,2,0,6,0,5,0,0,0,130.0,-1,0
0,0,1772407502.0,0,0,5,6,6,9,23,6,1,228.0,-1,0
0,0,1771650795.0,3,3,1,5,10,5,5,5,1,240.0,-1,0
0,0,1771345260.0,3,3,0,6,0,9,16,1,0,229.0,-1,0
0,0,1737227753.0,1,1,0,5,1,0,19,5,1,234.0,-1,0
0,0,1765754449.0,0,0,1,1,6,4,23,6,1,11.0,-1,0
0,0,1768160210.0,0,0,0,1,11,9,19,6,1,88.0,-1,0
0,0,1745972902.0,2,2,0,2,11,0,0,2,0,11.0,-1,0
7,0,1737081478.0,3,3,5,2,0,4,2,4,0,240.0,-1,1
0,0,1770643255.0,1,1,5,3,15,5,13,0,0,107.0,-1,0
0,0,1736374989.0,0,0,4,3,15,5,22,2,0,232.0,-1,0
0,0,1765839109.0,0,0,2,5,15,8,22,0,0,215.0,-1,0
0,0,1742162628.0,2,2,5,4,11,0,22,6,1,27.0,-1,0
0,0,1764709312.0,2,2,4,1,15,9,21,1,0,165.0,-1,0
0,0,1749775622.0,3,3,0,1,6,4,0,4,0,224.0,-1,0
0,0,1770769202.0,0,0,5,1,1,9,0,2,0,34.0,-1,0
0,0,1766165942.0,0,0,5,1,10,0,17,4,0,220.0,-1,0
7,0,1735749350.0,0,0,3,6,15,5,16,2,0,73.0,-1,1
0,0,1736317972.0,3,3,2,6,15,5,6,2,0,114.0,-1,0
0,0,1769985005.0,1,1,5,4,1,0,22,6,1,19.0,-1,0
0,0,1736412693.0,0,0,5,6,2,0,8,3,0,236.0,-1,0
0,0,1767152132.0,3,3,5,6,15,9,3,2,0,81.0,-1,0
0,0,1738871177.0,3,3,5,3,11,8,19,3,0,214.0,-1,0
0,0,1737162865.0,2,2,3,2,10,0,1,5,1,42.0,-1,0
0,0,1766269999.0,0,0,0,5,10,0,22,5,1,145.0,-1,0
0,0,1737015198.0,2,2,2,1,7,4,8,3,0,131.0,-1,0
0,0,1749450046.0,0,0,4,6,15,4,6,0,0,84.0,-1,0
0,0,1764699320.0,0,0,0,2,10,0,18,1,0,6.0,-1,0
0,0,1759959058.0,2,2,5,2,15,9,21,2,0,195.0,-1,0
7,0,1750992367.0,0,0,0,5,0,9,2,4,0,9.0,-1,1
0,0,1762128547.0,2,2,0,3,15,4,0,0,0,37.0,-1,0
0,0,1738915066.0,0,0,5,1,10,0,7,4,0,11.0,-1,0
0,0,1761862126.0,0,0,1,2,15,0,22,3,0,215.0,-1,0
0,0,1739437494.0,0,0,0,4,10,9,9,3,0,28.0,-1,0
0,0,1736964037.0,0,0,0,6,2,0,18,2,0,239.0,-1,0
0,0,1736854901.0,1,1,0,1,15,5,11,1,0,152.0,-1,0
7,0,1758557651.0,3,3,5,1,11,0,16,0,0,11.0,-1,1
0,0,1768106285.0,3,3,4,6,10,4,4,6,1,224.0,-1,0
0,0,1737072916.0,1,1,4,5,0,0,0,4,0,239.0,-1,0
0,0,1771547228.0,3,3,5,5,1,8,0,4,0,177.0,-1,0
0,0,1768234736.0,3,3,0,1,10,5,16,0,0,9.0,-1,0
0,0,1742674455.0,2,2,5,1,6,0,20,5,1,31.0,-1,0
7,0,1766467207.0,1,1,1,6,0,0,5,1,0,4.0,-1,1
0,0,1739763783.0,3,3,0,1,10,8,3,0,0,198.0,-1,0
0,0,1766873451.0,3,3,5,4,0,0,22,5,1,228.0,-1,0
0,0,1770623859.0,3,3,3,6,15,9,7,0,0,48.0,-1,0
0,0,1769227373.0,3,3,0,1,15,4,4,5,1,143.0,-1,0
0,0,1736676404.0,3,3,5,3,5,0,10,6,1,19.0,-1,0
0,0,1768794645.0,0,0,0,6,10,8,3,0,0,153.0,-1,0
0,0,1762297965.0,3,3,2,6,10,0,23,1,0,186.0,-1,0
0,0,1758340687.0,1,1,5,1,10,5,3,5,1,10.0,-1,0
0,0,1767902898.0,1,1,5,5,15,0,20,3,0,228.0,-1,0
0,0,1769033386.0,2,2,1,6,15,5,22,2,0,140.0,-1,0
0,0,1757958373.0,1,1,5,6,11,5,17,0,0,17.0,-1,0
0,0,1750385172.0,3,3,5,1,10,0,2,4,0,173.0,-1,0
0,0,1742006478.0,3,3,2,6,10,0,2,5,1,143.0,-1,0
0,0,1758497705.0,3,3,0,3,11,0,23,6,1,210.0,-1,0
0,0,1770705697.0,1,1,5,1,2,0,6,1,0,175.0,-1,0
0,0,1763346290.0,3,3,5,3,3,9,2,0,0,7.0,-1,0
0,0,1751067429.0,1,1,0,2,15,0,23,4,0,99.0,-1,0
0,0,1768858880.0,0,0,1,6,10,0,21,0,0,238.0,-1,0
0,0,1736125770.0,1,1,1,6,11,4,1,0,0,22.0,-1,0
0,0,1752997850.0,0,0,0,4,15,8,7,6,1,16.0,-1,0
0,0,1736537398.0,3,3,5,6,11,8,19,4,0,239.0,-1,0
0,0,1760484339.0,0,0,1,5,6,0,23,1,0,39.0,-1,0
0,0,1737318240.0,3,3,3,1,2,0,20,6,1,33.0,-1,0
0,0,1751304701.0,0,0,3,1,15,4,17,0,0,200.0,-1,0
0,0,1736810864.0,3,3,0,6,6,4,23,0,0,214.0,-1,0
0,0,1740362118.0,1,1,5,5,6,9,1,0,0,33.0,-1,0
0,0,1750701158.0,3,3,5,6,11,9,17,0,0,7.0,-1,0
0,0,1771763995.0,0,0,3,6,1,0,12,6,1,239.0,-1,0
0,0,1739998587.0,0,0,2,4,15,0,20,2,0,12.0,-1,0
0,0,1765675018.0,1,1,4,2,15,4,1,6,1,62.0,-1,0
0,0,1737695866.0,0,0,3,1,11,4,5,4,0,2.0,-1,0
0,0,1769985841.0,3,3,0,2,15,5,22,6,1,216.0,-1,0
0,0,1772787309.0,0,0,0,6,10,5,8,4,0,38.0,-1,0
0,0,1768775819.0,1,1,0,2,0,4,22,6,1,151.0,-1,0
0,0,1769804055.0,2,2,4,6,2,0,20,4,0,222.0,-1,0
0,0,1753044730.0,0,0,3,2,15,9,20,6,1,2.0,-1,0
0,0,1758585595.0,3,3,5,5,2,5,23,0,0,233.0,-1,0
0,0,1768915146.0,0,0,5,6,15,8,13,1,0,169.0,-1,0
0,0,1742059276.0,0,0,3,1,10,0,17,5,1,21.0,-1,0
0,0,1742116872.0,2,2,4,6,15,9,9,6,1,94.0,-1,0
0,0,1742232344.0,1,1,0,6,10,9,17,0,0,132.0,-1,0
0,0,1771096909.0,2,2,5,1,10,9,19,5,1,136.0,-1,0
0,0,1772323543.0,3,3,4,6,15,4,0,6,1,64.0,-1,0
0,0,1760431138.0,0,0,5,1,10,9,8,1,0,214.0,-1,0
0,0,1758179020.0,2,2,0,6,15,0,7,3,0,93.0,-1,0
0,0,1752527433.0,0,0,0,3,10,8,21,0,0,6.0,-1,0
0,0,1766231473.0,3,3,5,5,15,4,11,5,1,143.0,-1,0
0,0,1765842956.0,0,0,1,6,10,4,23,0,0,37.0,-1,0
0,0,1738755457.0,3,3,5,6,15,0,11,2,0,152.0,-1,0
0,0,1771984749.0,2,2,5,2,6,8,1,2,0,4.0,-1,0
0,0,1770338009.0,3,3,0,4,2,0,0,4,0,229.0,-1,0
0,0,1770612292.0,3,3,1,6,6,8,4,0,0,163.0,-1,0
