protoPayload.status.code,anonymous_principal,timestamp__epoch_s,logName__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le,hour,dayofweek,is_weekend,timestamp_delay_s,anomaly,target
7,1,1704516506.0,3,3,0,5,14,3,4,5,1,92.0,-1,1
7,0,1709713999.0,3,3,0,6,14,1,8,2,0,281.0,-1,1
7,0,1729140749.0,3,3,0,6,9,7,4,3,0,152.0,-1,0
3,0,1719130135.0,3,3,3,5,12,2,8,6,1,28.0,-1,1
16,0,1705027403.0,3,3,1,6,14,3,2,4,0,159.0,-1,1
0,0,1713717932.0,3,3,3,2,9,3,16,6,1,234.0,-1,0
3,1,1721134316.0,3,3,3,4,14,7,12,1,0,35.0,-1,1
16,0,1704349534.0,3,3,5,2,12,2,6,3,0,15.0,-1,0
7,1,1713640356.0,3,3,5,4,13,6,19,5,1,97.0,-1,0
3,0,1727333102.0,3,3,0,0,14,7,6,3,0,195.0,-1,0
7,0,1709374366.0,3,3,3,2,9,3,10,5,1,177.0,-1,1
0,0,1713249959.0,3,3,1,2,12,3,6,1,0,153.0,-1,0
13,1,1710189363.0,3,3,0,6,9,2,20,0,0,42.0,-1,1
13,0,1712870021.0,3,3,1,2,8,7,21,3,0,287.0,-1,1
16,0,1733267400.0,3,3,1,0,14,6,23,1,0,131.0,-1,0
13,0,1731465631.0,3,3,5,6,14,2,2,2,0,34.0,-1,0
3,0,1715030362.0,3,3,1,6,8,3,21,0,0,59.0,-1,0
3,0,1717604845.0,3,3,1,4,14,1,16,2,0,193.0,-1,0
13,0,1730180873.0,3,3,0,2,12,2,5,1,0,241.0,-1,0
16,1,1721167236.0,3,3,3,6,12,2,22,1,0,287.0,-1,1
3,1,1705943048.0,3,3,5,5,9,3,17,0,0,260.0,-1,1
13,1,1732964630.0,3,3,1,4,8,1,11,5,1,172.0,-1,1
7,1,1709134709.0,3,3,1,2,13,1,15,2,0,141.0,-1,1
0,0,1708932580.0,3,3,5,6,13,7,7,0,0,83.0,-1,1
7,0,1733460771.0,3,3,5,4,12,2,4,4,0,159.0,-1,1
16,0,1705012793.0,3,3,5,0,13,2,22,3,0,199.0,-1,0
0,1,1721614761.0,3,3,1,2,9,7,2,0,0,100.0,-1,0
16,1,1705227071.0,3,3,5,0,13,2,10,6,1,76.0,-1,0
16,1,1716570797.0,3,3,0,2,14,2,17,4,0,130.0,-1,1
16,0,1724907208.0,3,3,0,6,13,1,4,3,0,230.0,-1,0
13,0,1724967999.0,3,3,5,0,14,1,21,3,0,196.0,-1,0
16,0,1719584298.0,3,3,0,2,14,7,14,4,0,25.0,-1,0
13,0,1722410372.0,3,3,0,4,13,2,7,2,0,249.0,-1,1
13,0,1727667938.0,3,3,1,4,12,7,3,0,0,254.0,-1,1
16,0,1704305589.0,3,3,0,0,12,1,18,2,0,118.0,-1,1
7,1,1713535629.0,3,3,3,5,8,3,14,4,0,145.0,-1,1
0,1,1716802528.0,3,3,0,2,8,3,9,0,0,67.0,-1,0
0,1,1716887298.0,3,3,1,4,14,1,9,1,0,89.0,-1,1
13,0,1719742154.0,3,3,1,5,13,6,10,6,1,284.0,-1,0
13,0,1706119326.0,3,3,0,4,8,7,18,2,0,97.0,-1,0
3,0,1706148422.0,3,3,5,4,12,3,2,3,0,220.0,-1,0
3,1,1723306037.0,3,3,1,0,9,7,16,5,1,126.0,-1,1
16,0,1715772564.0,3,3,0,4,8,7,11,2,0,119.0,-1,1
0,0,1735142439.0,3,3,5,6,14,3,16,2,0,243.0,-1,0
16,0,1723794085.0,3,3,1,4,9,2,7,4,0,237.0,-1,0
7,0,1727633815.0,3,3,3,5,12,3,18,6,1,187.0,-1,1
13,1,1718902897.0,3,3,1,2,9,6,17,3,0,159.0,-1,1
16,0,1705489134.0,3,3,5,4,8,2,10,2,0,208.0,-1,1
3,0,1708517144.0,3,3,1,4,8,6,12,2,0,270.0,-1,1
3,1,1711994169.0,3,3,3,4,8,6,17,0,0,251.0,-1,0
16,0,1726490137.0,3,3,5,6,12,7,12,0,0,103.0,-1,1
7,0,1735494704.0,3,3,0,6,13,6,17,6,1,137.0,-1,0
13,0,1718002463.0,3,3,5,5,12,3,6,0,0,296.0,-1,0
13,0,1721151805.0,3,3,1,2,13,2,17,1,0,130.0,-1,0
3,0,1721069259.0,3,3,0,2,13,2,18,0,0,40.0,-1,1
0,0,1708068374.0,3,3,5,2,12,7,7,4,0,117.0,-1,0
0,0,1709975119.0,3,3,1,6,8,6,9,5,1,83.0,-1,1
3,1,1706733968.0,3,3,0,0,14,3,20,2,0,194.0,-1,0
3,0,1719223448.0,3,3,5,2,12,6,10,0,0,53.0,-1,1
7,1,1712249732.0,3,3,0,5,8,1,16,3,0,248.0,-1,0
16,0,1717891395.0,3,3,0,4,14,1,0,6,1,152.0,-1,1
13,1,1721234401.0,3,3,3,5,9,7,16,2,0,118.0,-1,0
16,1,1716508812.0,3,3,3,2,8,2,0,4,0,276.0,-1,1
3,0,1712675894.0,3,3,3,5,12,1,15,1,0,108.0,-1,1
16,1,1731069293.0,3,3,0,5,12,7,12,4,0,154.0,-1,1
3,0,1732012213.0,3,3,5,4,12,3,10,1,0,27.0,-1,1
3,0,1724487035.0,3,3,3,0,12,3,8,5,1,206.0,-1,0
0,0,1726824345.0,3,3,5,6,14,3,9,4,0,41.0,-1,1
3,0,1712264657.0,3,3,0,6,13,7,21,3,0,289.0,-1,0
7,1,1728791367.0,3,3,0,0,9,3,3,6,1,257.0,-1,0
16,0,1706116075.0,3,3,1,2,12,2,17,2,0,45.0,-1,0
13,1,1729138956.0,3,3,0,6,8,7,4,3,0,274.0,-1,0
16,0,1721144442.0,3,3,1,5,13,2,15,1,0,198.0,-1,0
13,1,1719387183.0,3,3,0,5,13,7,7,2,0,253.0,-1,0
16,1,1724662246.0,3,3,3,4,13,1,8,0,0,196.0,-1,0
3,0,1721210675.0,3,3,5,4,8,2,10,2,0,11.0,-1,1
16,1,1705984020.0,3,3,1,6,12,3,4,1,0,57.0,-1,0
3,0,1732294138.0,3,3,0,4,13,7,16,4,0,55.0,-1,1
0,0,1737339398.0,3,3,0,3,10,9,2,0,0,154.0,-1,0
7,0,1771714254.0,0,0,5,6,3,5,22,5,1,54.0,-1,1
7,0,1745862045.0,3,3,2,4,10,4,17,0,0,36.0,-1,1
7,0,1757984144.0,2,2,0,1,6,4,0,1,0,188.0,-1,1
7,0,1758547348.0,3,3,3,4,5,8,13,0,0,57.0,-1,1
0,0,1750558933.0,0,0,0,1,4,9,2,6,1,208.0,-1,0
0,0,1739084601.0,2,2,0,6,1,9,7,6,1,14.0,-1,0
7,0,1761869337.0,2,2,2,4,0,9,0,4,0,2.0,-1,1
0,0,1770672741.0,0,0,4,6,0,8,21,0,0,228.0,-1,0
7,0,1752412160.0,0,0,2,4,2,9,13,6,1,108.0,-1,1
7,0,1741319119.0,3,3,2,6,10,8,3,4,0,163.0,-1,1
7,0,1742367217.0,2,2,1,6,0,4,6,2,0,148.0,-1,1
0,0,1771016812.0,0,0,4,1,2,8,21,4,0,239.0,-1,0
0,0,1772455577.0,0,0,4,6,2,8,12,0,0,4.0,-1,0
7,0,1756070972.0,2,2,2,3,1,8,21,6,1,7.0,-1,1
7,0,1765149934.0,3,3,0,6,0,5,23,6,1,151.0,-1,1
0,0,1770647334.0,2,2,0,6,0,8,14,0,0,5.0,-1,0
0,0,1759020215.0,0,0,5,6,3,9,0,6,1,225.0,-1,0
7,0,1750227515.0,1,1,4,2,10,0,6,2,0,236.0,-1,1
7,0,1768039891.0,2,2,5,2,2,0,10,5,1,34.0,-1,1
0,0,1736712641.0,0,0,5,6,2,9,20,6,1,38.0,-1,0
7,0,1768151710.0,0,0,0,2,2,4,17,6,1,17.0,-1,1
0,0,1746829700.0,0,0,5,6,15,5,22,4,0,69.0,-1,0
7,0,1743360963.0,2,2,4,2,2,0,18,6,1,208.0,-1,1
0,0,1769819007.0,3,3,1,2,2,8,0,5,1,8.0,-1,0
7,0,1759507004.0,3,3,4,2,2,9,15,4,0,230.0,-1,1
7,0,1752859149.0,2,2,1,2,2,0,17,4,0,103.0,-1,1
0,0,1760991010.0,3,3,5,1,3,0,20,0,0,228.0,-1,0
7,0,1740404064.0,2,2,0,2,10,0,13,0,0,196.0,-1,1
7,0,1757100355.0,0,0,0,3,11,4,19,4,0,83.0,-1,1
0,0,1771648374.0,3,3,4,1,15,9,4,5,1,164.0,-1,0
7,0,1761406907.0,0,0,5,1,11,0,15,5,1,160.0,-1,1
7,0,1757786669.0,3,3,0,4,0,8,18,5,1,43.0,-1,1
0,0,1736380506.0,3,3,4,1,1,0,23,2,0,141.0,-1,0
7,0,1755332781.0,1,1,5,6,11,4,8,5,1,68.0,-1,1
0,0,1744940233.0,0,0,3,5,15,0,1,4,0,153.0,-1,0
7,0,1768923786.0,1,1,2,2,6,4,15,1,0,235.0,-1,1
7,0,1755947416.0,3,3,0,1,1,8,11,5,1,199.0,-1,1
7,0,1760427637.0,0,0,4,6,1,9,7,1,0,147.0,-1,1
7,0,1741247298.0,0,0,3,6,10,9,7,3,0,131.0,-1,1
7,0,1756677695.0,1,1,1,6,10,9,22,6,1,238.0,-1,1
0,0,1750081067.0,3,3,5,1,4,0,13,0,0,235.0,-1,0
7,0,1762052489.0,0,0,3,3,0,4,3,6,1,15.0,-1,1
0,0,1752273208.0,3,3,5,1,15,8,22,4,0,23.0,-1,0
7,0,1750795238.0,3,3,3,1,2,0,20,1,0,226.0,-1,1
0,0,1767392200.0,3,3,5,4,15,0,22,4,0,133.0,-1,0
7,0,1742871672.0,2,2,1,4,4,9,3,1,0,214.0,-1,1
7,0,1769758229.0,1,1,2,6,0,5,7,4,0,181.0,-1,1
7,0,1735692076.0,1,1,3,5,6,8,0,2,0,183.0,-1,1
0,0,1752013952.0,2,2,5,3,15,8,22,1,0,8.0,-1,0
7,0,1740695992.0,2,2,0,2,2,5,22,3,0,157.0,-1,1
7,0,1749201058.0,2,2,0,6,6,0,9,4,0,18.0,-1,1
7,0,1761272113.0,3,3,0,3,0,0,2,4,0,103.0,-1,1
7,0,1770344634.0,2,2,5,6,0,9,2,4,0,113.0,-1,1
7,0,1746403252.0,3,3,3,4,11,9,0,0,0,94.0,-1,1
7,0,1755500556.0,3,3,2,1,11,8,7,0,0,11.0,-1,1
0,0,1771716344.0,1,1,5,2,2,0,23,5,1,234.0,-1,0
7,0,1753167154.0,2,2,5,1,4,5,6,1,0,22.0,-1,1
0,0,1769458682.0,0,0,5,6,0,9,20,0,0,38.0,-1,0
0,0,1743973495.0,3,3,0,4,15,4,21,6,1,155.0,-1,0
7,0,1737552522.0,0,0,1,3,4,0,13,2,0,187.0,-1,1
7,0,1760023893.0,3,3,3,6,11,0,15,3,0,154.0,-1,1
0,0,1736344739.0,0,0,0,6,2,0,13,2,0,237.0,-1,0
0,0,1737373122.0,0,0,0,6,11,8,11,0,0,62.0,-1,0
0,0,1741414566.0,0,0,5,2,2,0,6,5,1,11.0,-1,0
0,0,1772150873.0,0,0,0,5,10,9,0,4,0,60.0,-1,0
0,0,1737599525.0,0,0,5,1,0,8,2,3,0,174.0,-1,0
0,0,1772564602.0,1,1,0,6,0,8,19,1,0,13.0,-1,0
0,0,1766276731.0,0,0,5,6,0,4,0,6,1,61.0,-1,0
7,0,1760204886.0,2,2,1,4,0,5,17,5,1,118.0,-1,1
7,0,1765170303.0,2,2,4,3,10,5,5,0,0,6.0,-1,1
7,0,1758915046.0,2,2,4,1,3,8,19,4,0,58.0,-1,1
0,0,1740278745.0,3,3,0,6,1,4,2,6,1,80.0,-1,0
0,0,1768782842.0,3,3,3,4,15,4,0,0,0,42.0,-1,0
0,0,1763865282.0,3,3,4,1,2,9,2,6,1,7.0,-1,0
0,0,1772555921.0,3,3,5,1,0,9,16,1,0,133.0,-1,0
0,0,1768334454.0,2,2,5,5,15,9,20,1,0,171.0,-1,0
7,0,1753657675.0,0,0,3,1,2,0,23,6,1,111.0,-1,1
0,0,1745125101.0,3,3,2,1,2,0,4,6,1,3.0,-1,0
0,0,1738444822.0,0,0,2,4,15,8,21,5,1,225.0,-1,0
7,0,1771482970.0,2,2,0,3,3,0,6,3,0,31.0,-1,1
0,0,1739062187.0,0,0,5,2,3,9,0,6,1,220.0,-1,0
7,0,1768693332.0,1,1,2,2,10,0,23,5,1,179.0,-1,1
7,0,1748683526.0,0,0,2,4,1,4,9,5,1,127.0,-1,1
7,0,1760884669.0,2,2,0,5,2,0,14,6,1,31.0,-1,1
7,0,1756487080.0,3,3,2,2,1,4,17,4,0,88.0,-1,1
0,0,1762737625.0,3,3,4,2,15,8,1,0,0,20.0,-1,0
0,0,1766277540.0,3,3,0,4,15,0,0,6,1,200.0,-1,0
7,0,1760759138.0,2,2,1,2,10,8,3,5,1,21.0,-1,1
7,0,1757456176.0,2,2,5,4,11,9,22,1,0,10.0,-1,1
7,0,1772209165.0,2,2,3,6,11,5,16,4,0,78.0,-1,1
0,0,1771117130.0,0,0,5,5,2,9,0,6,1,70.0,-1,0
0,0,1768749795.0,0,0,2,1,2,0,15,6,1,15.0,-1,0
7,0,1743455812.0,3,3,0,6,10,0,21,0,0,67.0,-1,1
7,0,1767907842.0,2,2,1,6,1,8,21,3,0,135.0,-1,1
7,0,1736357514.0,2,2,5,5,1,8,17,2,0,173.0,-1,1
0,0,1769810143.0,3,3,0,6,0,9,21,4,0,69.0,-1,0
0,0,1750118306.0,0,0,5,4,0,8,23,0,0,2.0,-1,0
0,0,1750367463.0,0,0,5,2,15,9,21,3,0,101.0,-1,0
0,0,1754025341.0,1,1,0,5,15,9,5,4,0,225.0,-1,0
7,0,1758055388.0,3,3,3,3,1,4,20,1,0,77.0,-1,1
0,0,1769307980.0,3,3,2,1,3,0,2,6,1,219.0,-1,0
0,0,1735933583.0,0,0,0,1,0,4,19,4,0,208.0,-1,0
0,0,1739660438.0,0,0,0,2,2,0,23,5,1,24.0,-1,0
7,0,1761029674.0,3,3,5,4,0,8,6,1,0,88.0,-1,1
7,0,1771658023.0,2,2,4,2,2,9,7,5,1,40.0,-1,1
0,0,1736165374.0,2,2,0,6,0,0,12,0,0,183.0,-1,0
0,0,1768661495.0,3,3,5,1,10,8,14,5,1,222.0,-1,0
7,0,1749048323.0,0,0,0,2,4,9,14,2,0,216.0,-1,1
7,0,1736143658.0,2,2,2,4,3,9,6,0,0,115.0,-1,1
7,0,1761647717.0,0,0,2,2,1,4,10,1,0,205.0,-1,1
0,0,1755478481.0,0,0,1,6,0,0,0,0,0,147.0,-1,0
7,0,1737919073.0,2,2,1,6,3,8,19,6,1,147.0,-1,1
0,0,1764470231.0,3,3,5,5,0,9,2,6,1,83.0,-1,0
7,0,1770909160.0,0,0,2,6,11,0,15,3,0,75.0,-1,1
7,0,1741549407.0,1,1,0,6,3,0,19,6,1,238.0,-1,1
0,0,1741635379.0,3,3,0,1,2,0,19,0,0,69.0,-1,0
0,0,1743437559.0,3,3,0,6,10,0,16,0,0,29.0,-1,0
7,0,1771167437.0,0,0,4,6,3,0,14,6,1,130.0,-1,1
0,0,1740952214.0,0,0,4,1,11,9,21,6,1,198.0,-1,0
7,0,1768496823.0,1,1,5,4,3,5,17,3,0,97.0,-1,1
7,0,1762079333.0,0,0,0,1,3,5,10,6,1,128.0,-1,1
0,0,1765386052.0,0,0,5,1,15,8,17,2,0,164.0,-1,0
7,0,1741791317.0,0,0,4,3,2,9,14,2,0,215.0,-1,1
0,0,1760316061.0,3,3,5,5,2,9,0,0,0,209.0,-1,0
0,0,1741393380.0,0,0,4,2,10,0,0,5,1,231.0,-1,0
0,0,1745880152.0,1,1,0,2,1,9,22,0,0,2.0,-1,0
7,0,1741526690.0,1,1,3,3,11,8,13,6,1,191.0,-1,1
7,0,1768389053.0,1,1,2,2,6,5,11,2,0,144.0,-1,1
7,0,1735772455.0,3,3,5,5,10,9,23,2,0,214.0,-1,1
0,0,1763251464.0,0,0,5,6,1,8,0,6,1,153.0,-1,0
0,0,1751335550.0,3,3,1,1,15,9,2,1,0,56.0,-1,0
7,0,1764023310.0,1,1,5,6,11,8,22,0,0,120.0,-1,1
7,0,1758859722.0,3,3,3,2,2,0,4,4,0,81.0,-1,1
0,0,1740439380.0,1,1,5,2,10,0,23,0,0,20.0,-1,0
7,0,1750239896.0,0,0,0,6,10,0,9,2,0,199.0,-1,1
7,0,1737473482.0,0,0,2,4,0,9,15,1,0,166.0,-1,1
0,0,1737412469.0,2,2,0,1,10,0,22,0,0,163.0,-1,0
7,0,1770070918.0,3,3,5,5,2,0,22,0,0,35.0,-1,1
7,0,1758082995.0,2,2,5,1,1,4,4,2,0,226.0,-1,1
7,0,1752345216.0,3,3,3,2,7,5,18,5,1,53.0,-1,1
0,0,1736663126.0,3,3,5,1,4,0,6,6,1,131.0,-1,0
0,0,1763857142.0,3,3,5,1,5,0,0,6,1,172.0,-1,0
0,0,1742115966.0,3,3,5,2,2,9,9,6,1,234.0,-1,0
7,0,1737756767.0,3,3,5,1,5,0,22,4,0,61.0,-1,1
7,0,1745807611.0,3,3,0,2,5,8,2,0,0,122.0,-1,1
0,0,1758937190.0,3,3,0,6,0,9,1,5,1,213.0,-1,0
0,0,1764103955.0,1,1,1,1,15,9,20,1,0,200.0,-1,0
7,0,1763936551.0,3,3,0,4,0,9,22,6,1,130.0,-1,1
7,0,1762997792.0,3,3,5,1,2,9,1,3,0,100.0,-1,1
7,0,1760052462.0,2,2,0,6,5,4,23,3,0,59.0,-1,1
7,0,1747845674.0,3,3,5,2,0,9,16,2,0,62.0,-1,1
7,0,1759393609.0,1,1,1,1,1,0,8,3,0,82.0,-1,1
0,0,1765836743.0,1,1,0,1,2,9,22,0,0,210.0,-1,0
0,0,1735900355.0,0,0,3,1,0,9,10,4,0,2.0,-1,0
7,0,1759005625.0,3,3,1,4,2,9,20,5,1,240.0,-1,1
7,0,1755402865.0,3,3,0,5,10,8,3,6,1,181.0,-1,1
0,0,1766448235.0,0,0,0,1,2,9,0,1,0,167.0,-1,0
0,0,1771025712.0,3,3,4,6,10,0,23,4,0,7.0,-1,0
7,0,1752949818.0,1,1,4,1,0,5,18,5,1,71.0,-1,1
7,0,1746153721.0,2,2,3,6,2,5,2,4,0,3.0,-1,1
7,0,1760807480.0,0,0,4,1,6,4,17,5,1,133.0,-1,1
0,0,1756861423.0,0,0,5,6,1,9,1,2,0,233.0,-1,0
0,0,1761417212.0,0,0,0,6,2,9,18,5,1,11.0,-1,0
7,0,1752529186.0,3,3,0,6,6,4,21,0,0,222.0,-1,1
7,0,1743962325.0,3,3,0,5,1,9,17,6,1,203.0,-1,1
0,0,1739228342.0,0,0,3,5,0,8,22,0,0,14.0,-1,0
0,0,1759657102.0,3,3,0,1,11,9,9,6,1,15.0,-1,0
7,0,1739746108.0,1,1,3,1,3,4,22,6,1,180.0,-1,1
0,0,1744458507.0,3,3,0,6,15,4,11,5,1,20.0,-1,0
0,0,1768780545.0,3,3,4,6,10,4,23,6,1,45.0,-1,0
0,0,1753763266.0,3,3,0,6,11,0,4,1,0,237.0,-1,0
7,0,1758855461.0,2,2,5,5,10,4,2,4,0,116.0,-1,1
7,0,1771856157.0,3,3,4,4,0,5,14,0,0,53.0,-1,1
7,0,1761371974.0,1,1,2,2,11,9,5,5,1,42.0,-1,1
0,0,1748199396.0,3,3,4,6,15,8,18,6,1,103.0,-1,0
7,0,1736097960.0,2,2,2,1,2,9,17,6,1,13.0,-1,1
0,0,1737650681.0,1,1,3,6,15,0,16,3,0,237.0,-1,0
0,0,1739209684.0,0,0,5,1,4,0,17,0,0,62.0,-1,0
7,0,1754526030.0,3,3,0,4,0,4,0,3,0,41.0,-1,1
7,0,1761217117.0,3,3,0,6,11,5,10,3,0,206.0,-1,1
0,0,1743034641.0,1,1,5,1,15,9,0,3,0,200.0,-1,0
7,0,1771692849.0,0,0,3,2,0,9,16,5,1,221.0,-1,1
0,0,1771539788.0,2,2,4,6,0,9,22,3,0,229.0,-1,0
0,0,1739050833.0,0,0,1,6,1,9,21,5,1,213.0,-1,0
7,0,1756989046.0,3,3,2,4,15,5,12,3,0,77.0,-1,1
0,0,1736649249.0,3,3,0,2,3,4,2,6,1,217.0,-1,0
7,0,1740678317.0,3,3,0,3,0,9,17,3,0,149.0,-1,1
7,0,1755598226.0,3,3,0,1,1,9,10,1,0,95.0,-1,1
7,0,1735839911.0,3,3,1,6,4,9,17,3,0,125.0,-1,1
0,0,1753198379.0,0,0,5,5,15,4,15,1,0,11.0,-1,0
7,0,1740786119.0,2,2,2,3,0,9,23,4,0,144.0,-1,1
7,0,1746117251.0,1,1,4,3,1,8,16,3,0,23.0,-1,1
0,0,1755457295.0,2,2,4,2,15,0,19,6,1,235.0,-1,0
0,0,1768251622.0,0,0,4,2,0,0,21,0,0,110.0,-1,0
7,0,1755908041.0,2,2,0,5,11,4,0,5,1,193.0,-1,1
7,0,1740411752.0,1,1,2,6,11,0,15,0,0,23.0,-1,1
0,0,1739582936.0,3,3,5,3,1,9,1,5,1,28.0,-1,0
0,0,1740957385.0,1,1,1,1,11,0,23,6,1,35.0,-1,0
7,0,1738956378.0,2,2,0,4,5,4,19,4,0,4.0,-1,1
0,0,1767566832.0,0,0,0,6,2,9,22,6,1,196.0,-1,0
7,0,1742742456.0,2,2,0,2,10,4,15,6,1,210.0,-1,1
0,0,1737941054.0,0,0,0,1,2,9,1,0,0,50.0,-1,0
0,0,1737310527.0,0,0,5,4,2,9,18,6,1,27.0,-1,0
7,0,1746014542.0,2,2,2,5,0,8,12,2,0,56.0,-1,1
7,0,1749226537.0,0,0,4,4,3,5,16,4,0,56.0,-1,1
0,0,1766882002.0,3,3,1,6,15,9,0,6,1,208.0,-1,0
7,0,1739162087.0,1,1,2,2,1,0,4,0,0,172.0,-1,1
0,0,1746921205.0,3,3,0,1,1,9,23,5,1,49.0,-1,0
0,0,1767611700.0,0,0,2,1,1,9,11,0,0,237.0,-1,0
0,0,1764223271.0,1,1,0,4,15,0,6,3,0,3.0,-1,0
7,0,1771757753.0,1,1,3,3,1,8,10,6,1,58.0,-1,1
7,0,1758482962.0,2,2,1,5,0,0,19,6,1,135.0,-1,1
0,0,1742604307.0,3,3,5,1,2,0,0,5,1,34.0,-1,0
7,0,1747214883.0,2,2,4,4,0,4,9,2,0,18.0,-1,1
0,0,1763330715.0,1,1,0,1,11,0,22,6,1,50.0,-1,0
7,0,1744947969.0,3,3,2,4,15,5,3,4,0,204.0,-1,1
7,0,1772405580.0,0,0,1,4,11,4,22,6,1,188.0,-1,1
7,0,1738239221.0,1,1,1,2,1,8,12,3,0,121.0,-1,1
0,0,1771258460.0,0,0,4,1,2,8,16,0,0,5.0,-1,0
0,0,1749954582.0,0,0,5,1,1,0,2,6,1,109.0,-1,0
0,0,1736292328.0,3,3,4,5,6,0,23,1,0,20.0,-1,0
0,0,1736007663.0,0,0,3,1,15,8,16,5,1,180.0,-1,0
7,0,1739315973.0,1,1,0,4,2,9,23,1,0,96.0,-1,1
0,0,1748771191.0,0,0,5,6,10,0,9,6,1,4.0,-1,0
0,0,1737252895.0,0,0,1,4,1,0,2,6,1,200.0,-1,0
7,0,1752497152.0,3,3,3,2,2,8,12,0,0,119.0,-1,1
7,0,1741080111.0,1,1,3,4,2,8,9,1,0,65.0,-1,1
0,0,1737388774.0,3,3,0,1,4,9,15,0,0,199.0,-1,0
0,0,1768246961.0,3,3,5,1,0,4,19,0,0,196.0,-1,0
0,0,1738110304.0,0,0,1,4,11,9,0,2,0,236.0,-1,0
0,0,1743336546.0,0,0,0,1,1,0,12,6,1,220.0,-1,0
0,0,1749855927.0,3,3,0,2,1,9,23,4,0,5.0,-1,0
7,0,1764801504.0,1,1,3,6,2,9,22,2,0,172.0,-1,1
7,0,1755703090.0,3,3,5,3,10,5,15,2,0,94.0,-1,1
7,0,1742168472.0,1,1,1,4,2,4,23,6,1,28.0,-1,1
7,0,1761368252.0,1,1,5,4,4,9,4,5,1,166.0,-1,1
0,0,1737328376.0,2,2,0,6,2,8,23,6,1,215.0,-1,0
0,0,1768773042.0,0,0,0,3,0,9,21,6,1,235.0,-1,0
7,0,1751725626.0,1,1,2,1,10,9,14,5,1,82.0,-1,1
7,0,1767509731.0,3,3,0,4,11,5,6,6,1,143.0,-1,1
7,0,1762333219.0,2,2,0,4,1,4,9,2,0,153.0,-1,1
7,0,1750409557.0,2,2,0,5,6,5,8,4,0,80.0,-1,1
0,0,1736041596.0,2,2,0,1,2,5,1,6,1,22.0,-1,0
7,0,1771158536.0,0,0,2,2,3,0,12,6,1,122.0,-1,1
7,0,1748618400.0,1,1,5,3,6,9,15,4,0,234.0,-1,1
7,0,1763951623.0,0,0,1,3,2,9,2,0,0,163.0,-1,1
0,0,1768109485.0,3,3,5,6,1,9,5,6,1,119.0,-1,0
7,0,1755180854.0,2,2,1,3,3,4,14,3,0,91.0,-1,1
7,0,1745079497.0,2,2,3,5,2,8,16,5,1,146.0,-1,1
7,0,1738980055.0,2,2,0,4,0,9,2,5,1,146.0,-1,1
0,0,1763343779.0,0,0,1,1,3,0,1,0,0,15.0,-1,0
